,price_forecast,vol_forecast,actual_price,actual_return,realized_vol,price_error,price_error_pct,vol_error
2025-05-28 04:00:00+00:00,200.15881686220672,2.2646972840674957,200.42,0.10483489465746842,2.1374324026907856,0.2611831377932674,0.13031790130389553,-0.1272648813767101
2025-05-29 04:00:00+00:00,200.36876317628224,2.1654676432498263,199.95,-0.2347829337355556,1.788530947127313,-0.4187631762822548,-0.20943394662778433,-0.37693669612251335
2025-05-30 04:00:00+00:00,199.89888333049413,2.0081593311666257,200.85,0.4491025512463942,1.686194217382052,0.9511166695058648,0.47354576525061737,-0.3219651137845736
2025-06-02 04:00:00+00:00,200.79865324796071,1.9450467753852907,201.7,0.42230841548756004,0.9129396226243512,0.9013467520392737,0.44687493903781544,-1.0321071527609393
2025-06-03 04:00:00+00:00,201.6484359477903,1.7630088927788203,203.27,0.7753699610703713,0.4987075279539472,1.6215640522097203,0.7977389935601517,-1.264301364824873
2025-06-04 04:00:00+00:00,203.21803458159312,1.5208042229066399,202.82,-0.2216258387019998,0.5440053379148848,-0.398034581593123,-0.1962501634913337,-0.976798884991755
2025-06-05 04:00:00+00:00,202.78064904097752,1.3031187373367525,200.63,-1.08564704917411,0.804723488193851,-2.1506490409775267,-1.071947884652109,-0.49839524914290156
2025-06-06 04:00:00+00:00,200.59107394286224,1.2700915670884108,203.92,1.6265344375750779,1.09490209625331,3.3289260571377497,1.632466681609332,-0.17518947083510072
2025-06-09 04:00:00+00:00,203.88043561993953,1.3809049958664863,201.45,-1.2186548430503485,1.2786751935330132,-2.4304356199395443,-1.206470895973961,-0.10222980233347312
2025-06-10 04:00:00+00:00,201.41091484717938,1.427653855453265,202.67,0.6037828893865615,1.1808716845141873,1.259085152820603,0.6212489035479366,-0.24678217093907762
2025-06-11 04:00:00+00:00,202.63067814384632,1.3574666399471145,198.78,-1.938035499136248,1.4878559408943766,-3.8506781438463236,-1.9371557218263022,0.1303893009472621
2025-06-12 04:00:00+00:00,198.74143287824432,1.4714407635558382,199.2,0.2110659610638166,1.3539363245945846,0.4585671217556637,0.23020437839139746,-0.11750443896125362
2025-06-13 04:00:00+00:00,199.14743025040264,1.380824564976422,196.45,-1.3901399146028837,1.1682149486097109,-2.697430250402647,-1.373087427031126,-0.21260961636671105
2025-06-16 04:00:00+00:00,196.39815598740762,1.3225127307647013,198.42,0.9978050217287482,1.299313718642869,2.021844012592368,1.0189718841812154,-0.023199012121832396
2025-06-17 04:00:00+00:00,198.36763609580768,1.3753866849237797,195.64,-1.410976055059976,1.296479097869644,-2.7276360958076964,-1.3942118665956331,-0.07890758705413559
2025-06-18 04:00:00+00:00,195.58836974994364,1.374129884302398,196.58,0.47932374673269607,1.1339966356504128,0.9916302500563745,0.5044410672786522,-0.24013324865198515
2025-06-20 04:00:00+00:00,196.52812167984013,1.3049329527878357,201.0,2.223543492059221,1.6103104174802978,4.471878320159874,2.2248150846566537,0.3053774646924621
2025-06-23 04:00:00+00:00,200.94695522254483,1.4937428093247318,201.5,0.24844733276623288,1.3034068950707263,0.5530447774551703,0.2744639094070324,-0.19033591425400553
2025-06-24 04:00:00+00:00,201.45747811258082,1.390046148664987,200.3,-0.5973138714965742,1.2789222065136916,-1.1574781125808045,-0.5778722479185244,-0.11112394215129551
2025-06-25 04:00:00+00:00,200.25773134466473,1.3504335782788515,201.56,0.627086114062525,1.0176862507132411,1.3022686553352685,0.646094788318748,-0.3327473275656103
2025-06-26 04:00:00+00:00,201.51746545097663,1.2659356274647466,201.0,-0.27821957533218367,0.9878035549800034,-0.5174654509766299,-0.25744549799832334,-0.27813207248474325
